descent,evals,best_f,land_opt,dist,stop
57,2950,2.90070266537,5,0.837226,tolflatfitness
58,2940,7.1054273576e-15,11,1.10588e-08,tolflatfitness
59,2910,0.951815501933,1,0.475722,tolflatfitness
60,2830,0.957921377602,9,0.47884,tolflatfitness
61,2950,1.93374424761,5,0.683593,tolflatfitness
62,3100,1.93373681717,5,0.683593,tolflatfitness
63,2790,0,9,6.0496e-09,tolflatfitness
64,3200,1.86733748461,11,0.659508,tolflatfitness
65,3220,1.90362420114,1,0.672773,tolflatfitness
66,10340,2.97167388991,6,0.834055,tolflatfitness
67,3280,2.93294882512,16,0.846632,tolflatfitness
68,3100,3.89237546276,13,0.973018,tolflatfitness
69,2740,1.93377901569,5,0.683592,tolflatfitness
70,3050,2.90061247918,5,0.837227,tolflatfitness
71,3140,7.1054273576e-15,1,1.05295e-08,tolflatfitness
72,3270,4.89746718463,8,1.09508,tolflatfitness
73,3170,0,1,4.28383e-09,tolflatfitness
74,3140,4.89746945507,8,1.09508,tolflatfitness
75,3120,3.91797551167,8,0.979465,tolflatfitness
76,4190,5.88678099476,18,1.2016,tolflatfitness
77,3080,2.91069113744,4,0.84017,tolflatfitness
78,2980,2.87376103143,9,0.829375,tolflatfitness
79,3500,4.83437932537,5,1.08086,tolflatfitness
80,2990,3.867463516,5,0.966747,tolflatfitness
81,2870,1.91584102064,9,0.677182,tolflatfitness
82,3360,2.94350070532,18,0.849658,tolflatfitness
83,3350,4.87762985235,6,1.09062,tolflatfitness
84,3000,3.91797545999,8,0.979465,tolflatfitness
85,3170,4.88825156794,16,1.093,tolflatfitness
86,3040,2.80093705925,11,0.80773,tolflatfitness
87,3430,0,10,6.76029e-09,tolflatfitness
88,3290,3.89245207122,13,0.973018,tolflatfitness
89,2860,1.86729761812,11,0.659509,tolflatfitness
90,3120,1.90365068897,1,0.672772,tolflatfitness
91,3420,2.9330386916,16,0.846632,tolflatfitness
92,3260,3.86748507598,5,0.966746,tolflatfitness
93,2930,3.91063325533,16,0.977607,tolflatfitness
94,3320,4.88825328249,16,1.093,tolflatfitness
95,2940,2.85545160743,1,0.823975,tolflatfitness
96,2820,1.94620707996,13,0.688028,tolflatfitness
97,2850,0,10,6.49656e-09,tolflatfitness
98,3260,3.80723806738,1,0.951444,tolflatfitness
99,2900,0.957920875709,9,0.47884,tolflatfitness
100,3240,0.933657261383,11,0.466343,tolflatfitness
101,3670,5.85315553306,6,1.19471,tolflatfitness
102,3010,0.966872464253,5,0.483373,tolflatfitness
103,3080,4.88825815393,16,1.093,tolflatfitness
104,2930,1.86732662578,11,0.659508,tolflatfitness
105,2940,0.919298381625,19,0.458763,tolflatfitness
106,3050,1.90363633637,1,0.672772,tolflatfitness
107,3620,5.86587295312,16,1.19732,tolflatfitness
108,2990,5.80128903079,5,1.18402,tolflatfitness
109,3360,2.9193018615,13,0.842658,tolflatfitness
110,3090,0,11,6.29718e-09,tolflatfitness
111,3710,5.86587279491,16,1.19732,tolflatfitness
112,3170,3.91797404491,8,0.979465,tolflatfitness
113,3040,1.95532215916,16,0.691272,tolflatfitness
114,2970,2.80093130187,11,0.80773,tolflatfitness
115,3240,7.84877578287,18,1.38739,tolflatfitness
116,2890,0,0,1.02616e-08,tolflatfitness
117,3120,3.91061164321,16,0.977607,tolflatfitness
118,3110,2.90059947042,5,0.837227,tolflatfitness
119,3270,7.1054273576e-15,4,8.707e-09,tolflatfitness
120,3030,2.87376262266,9,0.829375,tolflatfitness
121,3790,3.90210365188,6,0.975478,tolflatfitness
122,2960,1.86728692729,11,0.659509,tolflatfitness
123,2910,1.94046233308,4,0.685996,tolflatfitness
124,3170,0,19,8.22053e-09,tolflatfitness
125,3210,0.966877703017,5,0.483373,tolflatfitness
126,2980,0.919298381625,19,0.458763,tolflatfitness
127,2930,1.95105484183,6,0.689767,tolflatfitness
128,3100,3.89245126293,13,0.973017,tolflatfitness
129,3140,1.93377423755,5,0.683592,tolflatfitness
130,2990,1.93374091312,5,0.683593,tolflatfitness
131,3100,1.91584114221,9,0.677182,tolflatfitness
132,3280,0.966883692891,5,0.483373,tolflatfitness
133,3170,1.91584124058,9,0.677182,tolflatfitness
134,3340,0.98115747972,18,0.49055,tolflatfitness
135,3290,3.86750307436,5,0.966746,tolflatfitness
136,3810,7.87069803037,7,1.39131,tolflatfitness
137,3200,2.93848036776,8,0.848242,tolflatfitness
138,3240,1.90372284065,1,0.67277,tolflatfitness
139,2970,1.90369677884,1,0.672771,tolflatfitness
140,3320,0.966874085542,5,0.483373,tolflatfitness
141,3400,1.94617896873,13,0.688028,tolflatfitness
142,3190,0.951827581741,1,0.475722,tolflatfitness
143,3190,1.95105266746,6,0.689767,tolflatfitness
144,3240,4.85115169107,4,1.08466,tolflatfitness
145,3260,2.91069159398,4,0.84017,tolflatfitness
146,2990,0,9,5.03945e-09,tolflatfitness
147,3230,3.9179737738,8,0.979465,tolflatfitness
148,3320,3.91797521893,8,0.979465,tolflatfitness
149,3150,3.89247044728,13,0.973018,tolflatfitness
150,3300,2.87376318603,9,0.829375,tolflatfitness
151,3160,1.95898794096,8,0.692587,tolflatfitness
152,3150,1.9510540521,6,0.689767,tolflatfitness
153,2860,0,19,6.82633e-09,tolflatfitness
154,3570,1.91584116433,9,0.677182,tolflatfitness
155,530,16.3195355294,16,1.10738,budget
