function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F16-Weierstrass,1,3319,1810,0.0,0.0,1752,1752,428,True
F16-Weierstrass,2,2600,959,0.0,0.0,898,898,468,True
F16-Weierstrass,3,2625,1164,0.0,0.0,1021,1021,463,True
F16-Weierstrass,4,2250,741,0.0,0.0,728,728,461,True
F16-Weierstrass,5,2585,1024,0.0,0.0,918,918,490,True
F16-Weierstrass,6,2405,894,0.0,0.0,788,788,447,True
F16-Weierstrass,7,2525,1087,0.0,0.0,929,929,419,True
F16-Weierstrass,8,2355,833,0.0,0.0,769,769,442,True
F16-Weierstrass,9,2485,1035,0.0,0.0,894,894,468,True
F16-Weierstrass,10,2920,1277,0.0,0.0,1144,1144,441,True
F16-Weierstrass,11,2410,993,0.0,0.0,948,948,502,True
F16-Weierstrass,12,2565,923,0.0,0.0,734,734,446,True
F16-Weierstrass,13,2355,984,0.0,0.0,798,798,478,True
F16-Weierstrass,14,2410,904,0.0,0.0,797,797,464,True
F16-Weierstrass,15,2810,1218,0.0,0.0,1012,1012,430,True
F16-Weierstrass,16,2530,888,0.0,0.0,798,798,456,True
F16-Weierstrass,17,2570,1108,0.0,0.0,877,877,436,True
F16-Weierstrass,18,2665,1022,0.0,0.0,803,803,425,True
F16-Weierstrass,19,3823,2293,0.0,0.0,2141,2141,451,True
F20-Schwefel,0,1528,2399,0.0,0.0,2230,4040,385,True
F20-Schwefel,1,2530,1061,0.0,0.0,912,912,378,True
F20-Schwefel,2,2565,1183,0.0,0.0,914,914,333,True
F20-Schwefel,3,2949,1527,0.0,0.0,1237,1237,370,True
F20-Schwefel,4,1488,2861,0.0,0.0,2634,3959,305,True
F20-Schwefel,5,6013,3157,0.0,0.0,3016,3016,359,True
F20-Schwefel,6,3978,2521,0.0,0.0,2030,2030,440,True
F20-Schwefel,7,1493,4380,0.0,0.0,4175,2482,361,True
F20-Schwefel,8,3270,1113,0.0,0.0,792,792,388,True
F20-Schwefel,9,1488,4467,0.0,0.0,4277,11995,344,True
F20-Schwefel,10,3913,2591,0.0,0.0,2294,2294,365,True
F20-Schwefel,11,1563,2942,0.0,0.0,2624,4978,575,True
F20-Schwefel,12,1403,3939,0.0,0.0,3689,4205,265,True
F20-Schwefel,13,1498,3573,0.0,0.0,3159,4981,330,True
F20-Schwefel,14,10418,6556,0.0,0.0,6432,6432,280,True
F20-Schwefel,15,2895,1473,0.0,0.0,1219,1219,352,True
F20-Schwefel,16,3225,1154,0.0,0.0,948,948,440,True
F20-Schwefel,17,2605,1244,0.0,0.0,933,933,345,True
F20-Schwefel,18,1613,3361,0.0,0.0,3056,2632,389,True
F20-Schwefel,19,1713,3377,0.0,0.0,3184,3186,329,True
F24-LunacekRastrigin,0,1413,12454,0.4463877276246251,0.02322628702552265,-1,-1,84,False
F24-LunacekRastrigin,1,1773,11879,0.0,1.161684443523015,11585,-1,176,False
F24-LunacekRastrigin,2,1598,15784,0.023226287087211972,0.023226356738689447,-1,-1,133,False
F24-LunacekRastrigin,3,1628,4134,0.09293289159823814,0.0,-1,15395,91,False
F24-LunacekRastrigin,4,1628,13521,0.0,0.023226431744419074,13285,-1,7,False
F24-LunacekRastrigin,5,1573,19984,7.23332505003782e-12,0.0,19883,11492,99,False
F24-LunacekRastrigin,6,1728,11949,0.0,1.2317050429988967,11645,-1,203,False
F24-LunacekRastrigin,7,1508,8413,0.0,0.0,8007,10207,165,True
F24-LunacekRastrigin,8,-1,1976,0.023226285763982446,0.023226285763982446,-1,-1,0,True
F24-LunacekRastrigin,9,9648,8007,0.0,0.0,7616,7616,117,True
F24-LunacekRastrigin,10,2028,14373,0.47938945410993483,0.09290514017936857,-1,-1,176,False
F24-LunacekRastrigin,11,19216,17575,0.0,0.0,17254,17254,23,True
F24-LunacekRastrigin,12,1823,6277,0.0,0.0,6007,5676,182,True
F24-LunacekRastrigin,13,1798,12584,0.0,0.37162055054356813,12233,-1,160,False
F24-LunacekRastrigin,14,1598,6442,0.0,0.09290514090265845,6247,-1,175,False
F24-LunacekRastrigin,15,2038,14055,0.0,0.0,13708,6429,218,True
F24-LunacekRastrigin,16,2461,11935,0.0,0.09290533673180335,11659,-1,152,False
F24-LunacekRastrigin,17,1663,9480,0.37162069288390853,0.0,-1,11994,138,False
F24-LunacekRastrigin,18,1568,10232,0.0,0.457431252178921,9898,-1,203,False
F24-LunacekRastrigin,19,1718,16095,0.023226285655908896,0.0,-1,15141,124,False
