function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F18-SchafferF7ill,9,4100,2483,3.552713678800501e-15,3.552713678800501e-15,1778,1778,449,True
F18-SchafferF7ill,10,5664,4023,3.552713678800501e-15,3.552713678800501e-15,2563,2563,266,True
F18-SchafferF7ill,11,5660,4018,3.552713678800501e-15,3.552713678800501e-15,2258,2258,272,True
F18-SchafferF7ill,12,3975,2334,3.552713678800501e-15,3.552713678800501e-15,1588,1588,465,True
F18-SchafferF7ill,13,5984,4342,3.552713678800501e-15,3.552713678800501e-15,2793,2793,296,True
F18-SchafferF7ill,14,3830,2188,3.552713678800501e-15,3.552713678800501e-15,1628,1628,472,True
F18-SchafferF7ill,15,3800,2688,7.006661917330348e-11,3.552713678800501e-15,1894,1894,443,False
F18-SchafferF7ill,16,5394,3768,3.552713678800501e-15,3.552713678800501e-15,2713,2713,323,True
F18-SchafferF7ill,17,4220,2578,2.1316282072803006e-14,3.552713678800501e-15,1744,1744,394,False
F18-SchafferF7ill,18,5080,3438,3.552713678800501e-15,3.552713678800501e-15,2093,2093,326,True
F18-SchafferF7ill,19,-1,1321,2.861219103778012e-05,2.861219103778012e-05,-1,-1,1,True
F22-Gallagher21,0,1780,557,0.0,0.0,377,377,597,True
F22-Gallagher21,1,1795,392,0.0,0.0,342,342,699,True
F22-Gallagher21,2,1795,572,0.0,0.0,472,472,564,True
F22-Gallagher21,3,2275,633,0.0,0.0,486,486,594,True
F22-Gallagher21,4,1715,491,0.0,0.0,387,387,685,True
F22-Gallagher21,5,1680,457,0.0,0.0,296,296,719,True
F22-Gallagher21,6,1745,521,0.0,0.0,432,432,590,True
F22-Gallagher21,7,1910,527,0.0,0.0,352,352,546,True
F22-Gallagher21,8,1700,477,0.0,0.0,302,302,637,True
F22-Gallagher21,9,1705,466,0.0,0.0,401,401,541,True
F22-Gallagher21,10,2075,432,0.0,0.0,327,327,521,True
F22-Gallagher21,11,1780,556,0.0,0.0,377,377,668,True
F22-Gallagher21,12,1785,522,0.0,0.0,387,387,573,True
F22-Gallagher21,13,1700,476,0.0,0.0,371,371,678,True
F22-Gallagher21,14,1710,487,0.0,0.0,376,376,559,True
F22-Gallagher21,15,1730,507,0.0,0.0,377,377,528,True
F22-Gallagher21,16,1670,447,0.0,0.0,311,311,893,True
F22-Gallagher21,17,1860,637,0.0,0.0,542,542,532,True
F22-Gallagher21,18,1685,462,0.0,0.0,376,376,714,True
F22-Gallagher21,19,1660,437,0.0,0.0,346,346,509,True
