function,seed,div_ev,bank_ev,base_best_f,var_best_f,base_succ_ev,var_succ_ev,n_fire,same
F14-DiffPowers,4,3235,1738,0.0,0.0,993,993,40,True
F14-DiffPowers,5,3470,2033,0.0,0.0,1129,1129,52,True
F14-DiffPowers,6,3695,2349,0.0,0.0,999,999,43,True
F14-DiffPowers,7,3365,1883,0.0,0.0,839,839,52,True
F14-DiffPowers,8,3350,2044,0.0,0.0,1104,1104,41,True
F14-DiffPowers,9,3655,2129,0.0,0.0,1186,1186,45,True
F14-DiffPowers,10,3760,2364,0.0,0.0,1417,1417,42,True
F14-DiffPowers,11,3145,1739,0.0,0.0,947,947,46,True
F14-DiffPowers,12,3935,2384,0.0,0.0,1327,1327,37,True
F14-DiffPowers,13,3390,1983,0.0,0.0,1053,1053,49,True
F14-DiffPowers,14,3355,1863,0.0,0.0,1143,1143,54,True
F14-DiffPowers,15,-1,4814,1.6271428648906294e-12,1.6271428648906294e-12,1619,1619,8,True
F14-DiffPowers,16,3535,2074,0.0,0.0,943,943,48,True
F14-DiffPowers,17,3260,1829,0.0,0.0,928,928,44,True
F14-DiffPowers,18,3580,2089,0.0,0.0,968,968,44,True
F14-DiffPowers,19,3795,2309,0.0,0.0,1189,1189,44,True
F18-SchafferF7ill,0,4240,2598,3.552713678800501e-15,3.552713678800501e-15,1898,1898,40,True
F18-SchafferF7ill,1,4000,2358,3.552713678800501e-15,3.552713678800501e-15,1668,1668,53,True
F18-SchafferF7ill,2,4960,3318,3.552713678800501e-15,3.552713678800501e-15,2064,2064,32,True
F18-SchafferF7ill,3,-1,1937,0.00022948675667677776,0.00022948675667677776,-1,-1,5,True
F18-SchafferF7ill,4,4759,3118,3.552713678800501e-15,3.552713678800501e-15,2488,2488,34,True
F18-SchafferF7ill,5,4915,3274,3.552713678800501e-15,3.552713678800501e-15,2154,2154,29,True
F18-SchafferF7ill,6,4950,3308,3.552713678800501e-15,3.552713678800501e-15,2193,2193,29,True
F18-SchafferF7ill,7,3840,2583,8.419931418757187e-13,8.419931418757187e-13,1618,1618,72,True
F18-SchafferF7ill,8,4255,2673,9.308109838457312e-13,9.308109838457312e-13,1753,1753,46,True
F18-SchafferF7ill,9,4100,2483,3.552713678800501e-15,3.552713678800501e-15,1778,1778,60,True
F18-SchafferF7ill,10,-1,4023,3.552713678800501e-15,3.552713678800501e-15,2563,2563,5,True
F18-SchafferF7ill,11,-1,4018,3.552713678800501e-15,3.552713678800501e-15,2258,2258,5,True
F18-SchafferF7ill,12,3975,2334,3.552713678800501e-15,3.552713678800501e-15,1588,1588,56,True
F18-SchafferF7ill,13,-1,4342,3.552713678800501e-15,3.552713678800501e-15,2793,2793,4,True
F18-SchafferF7ill,14,3830,2188,3.552713678800501e-15,3.552713678800501e-15,1628,1628,78,True
F18-SchafferF7ill,15,3800,2688,7.006661917330348e-11,2.0250467969162855e-13,1894,1894,69,False
F18-SchafferF7ill,16,-1,3768,3.552713678800501e-15,3.552713678800501e-15,2713,2713,13,True
F18-SchafferF7ill,17,4220,2578,2.1316282072803006e-14,2.1316282072803006e-14,1744,1744,36,True
F18-SchafferF7ill,18,-1,3438,3.552713678800501e-15,3.552713678800501e-15,2093,2093,21,True
F18-SchafferF7ill,19,-1,1321,2.861219103778012e-05,2.861219103778012e-05,-1,-1,1,True
F22-Gallagher21,0,1780,557,0.0,0.0,377,377,106,True
F22-Gallagher21,1,1795,392,0.0,0.0,342,342,103,True
F22-Gallagher21,2,1795,572,0.0,0.0,472,472,94,True
F22-Gallagher21,3,2275,633,0.0,0.0,486,486,144,True
F22-Gallagher21,4,1715,491,0.0,0.0,387,387,95,True
F22-Gallagher21,5,1680,457,0.0,0.0,296,296,100,True
F22-Gallagher21,6,1745,521,0.0,0.0,432,432,99,True
F22-Gallagher21,7,1910,527,0.0,0.0,352,352,113,True
F22-Gallagher21,8,1700,477,0.0,0.0,302,302,119,True
F22-Gallagher21,9,1705,466,0.0,0.0,401,401,155,True
F22-Gallagher21,10,2075,432,0.0,0.0,327,327,170,True
F22-Gallagher21,11,1780,556,0.0,0.0,377,377,141,True
F22-Gallagher21,12,1785,522,0.0,0.0,387,387,115,True
F22-Gallagher21,13,1700,476,0.0,0.0,371,371,124,True
F22-Gallagher21,14,1710,487,0.0,0.0,376,376,102,True
F22-Gallagher21,15,1730,507,0.0,0.0,377,377,99,True
F22-Gallagher21,16,1670,447,0.0,0.0,311,311,127,True
F22-Gallagher21,17,1860,637,0.0,0.0,542,542,102,True
F22-Gallagher21,18,1685,462,0.0,0.0,376,376,87,True
F22-Gallagher21,19,1660,437,0.0,0.0,346,346,86,True
