function,method,seed,scenario,regret
F01-Sphere,MC-ESO,2,21,5.65804e-10
F01-Sphere,MC-ESO,2,22,0
F01-Sphere,MC-ESO,2,23,8.38672e-11
F01-Sphere,MC-ESO,2,24,0
F01-Sphere,MC-ESO,2,25,0
F01-Sphere,MC-ESO,2,26,3.87021e-10
F01-Sphere,MC-ESO,2,27,2.63249e-09
F01-Sphere,MC-ESO,2,28,4.3753e-09
F01-Sphere,MC-ESO,2,29,3.74234e-10
F01-Sphere,MC-ESO,2,30,4.69095e-09
F01-Sphere,MC-ESO,2,31,2.695e-09
F01-Sphere,MC-ESO,2,32,3.91193e-09
F01-Sphere,MC-ESO,2,33,4.72379e-09
F01-Sphere,MC-ESO,2,34,0
F01-Sphere,MC-ESO,2,35,3.95564e-09
F01-Sphere,MC-ESO,2,36,3.79452e-10
F01-Sphere,MC-ESO,2,37,4.87785e-09
