function,K,seed,hunt,eval,f,switch,exhausted,sigma_span,no_improve,distinct
N09-Vincent3D,216,0,50,33425,4.4078911753953065e-07,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,0,51,34060,2.992097314358233e-08,1,1,4.3978917385837494e-05,615,1
N09-Vincent3D,216,0,52,34675,2.374917823511069e-07,1,1,8.424979085180971e-05,595,0
N09-Vincent3D,216,0,53,35290,9.881086837637554e-08,1,1,8.424979085180971e-05,595,0
N09-Vincent3D,216,0,54,35920,1.7448709321854494e-07,1,1,5.1739902806867635e-05,610,0
N09-Vincent3D,216,0,55,36520,1.5159875965675695e-07,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,0,56,37155,1.748857544336957e-07,1,1,4.3978917385837494e-05,615,0
N09-Vincent3D,216,0,57,37635,3.623221422888179e-08,1,1,0.0017848498300934385,460,1
N09-Vincent3D,216,0,58,38280,1.0152226970205902e-07,1,1,3.177476781126759e-05,625,0
N09-Vincent3D,216,0,59,38750,2.2946928945888345e-07,1,1,0.001977672941931788,450,0
N09-Vincent3D,216,0,60,39335,1.1816947187437421e-07,1,1,0.0002233856530670434,565,0
N09-Vincent3D,216,0,61,39865,1.830589363427393e-07,1,1,0.0010686555242702853,510,0
N09-Vincent3D,216,1,0,3730,0.0,1,1,1e-06,1350,1
N09-Vincent3D,216,1,1,4255,3.2365241497966935e-07,1,1,0.0011249005518634582,505,0
N09-Vincent3D,216,1,2,4890,1.8861408468406893e-07,1,1,4.3978917385837494e-05,615,1
N09-Vincent3D,216,1,3,5465,3.4138025817309625e-07,1,1,0.00030918429490248226,555,0
N09-Vincent3D,216,1,4,6025,3.054642166988586e-07,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,1,5,6610,3.2185459086786494e-07,1,1,0.0002233856530670434,565,1
N09-Vincent3D,216,1,6,7180,1.1022980983543818e-07,1,1,0.0003637462292970379,550,1
N09-Vincent3D,216,1,7,7790,1.588266616003864e-07,1,1,9.911740100212908e-05,590,1
N09-Vincent3D,216,1,8,8335,2.980832806143141e-07,1,1,0.0008197923690558426,525,0
N09-Vincent3D,216,1,9,8965,1.4436684248053666e-07,1,1,5.1739902806867635e-05,610,1
N09-Vincent3D,216,1,10,9560,3.673559865191578e-07,1,1,0.00016139613434093888,575,1
N09-Vincent3D,216,1,11,10130,1.3530255227323096e-07,1,1,0.0003637462292970379,550,0
N09-Vincent3D,216,1,12,10615,1.3838201473603817e-07,1,1,0.0016956073385887664,465,0
N09-Vincent3D,216,1,13,11155,5.155232374320917e-08,1,1,0.0009644616106539325,520,0
N09-Vincent3D,216,1,14,11715,2.49843015054374e-07,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,1,15,12185,1.9037202614313742e-07,1,1,0.001977672941931788,450,0
N09-Vincent3D,216,1,16,12765,2.745691496386371e-08,1,1,0.0002628066506671099,560,1
N09-Vincent3D,216,1,17,13365,2.724275572907331e-07,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,1,18,13925,1.3166855072910266e-07,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,1,19,14500,2.1663847904473954e-07,1,1,0.00030918429490248226,555,0
N09-Vincent3D,216,1,20,15075,6.88141567062317e-08,1,1,0.00030918429490248226,555,0
N09-Vincent3D,216,1,21,15565,3.280693964269332e-07,1,1,0.0016108269716593277,470,1
N09-Vincent3D,216,1,22,16095,3.2111064918183274e-08,1,1,0.0010686555242702853,510,1
N09-Vincent3D,216,1,23,16655,2.963680243439626e-07,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,1,24,17215,2.4481776605966843e-07,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,1,25,17770,1.015766728507117e-07,1,1,0.0005922999866428463,535,1
N09-Vincent3D,216,1,26,18315,1.3065038817483554e-07,1,1,0.0008197923690558426,525,0
N09-Vincent3D,216,1,27,18850,3.268628246955174e-07,1,1,0.001015222748056771,515,0
N09-Vincent3D,216,1,28,19430,2.9588855421369686e-07,1,1,0.0002628066506671099,560,1
N09-Vincent3D,216,1,29,19900,9.795815714142009e-08,1,1,0.001977672941931788,450,1
N09-Vincent3D,216,1,30,20445,2.4297445289089836e-07,1,1,0.0008197923690558426,525,0
N09-Vincent3D,216,1,31,21025,1.320158645734537e-07,1,1,0.0002628066506671099,560,0
N09-Vincent3D,216,1,32,21560,3.3864190507326697e-07,1,1,0.001015222748056771,515,1
N09-Vincent3D,216,1,33,22125,2.472129446706717e-07,1,1,0.00042793674034945645,545,0
N09-Vincent3D,216,1,34,22865,0.00015243375746465393,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,1,35,23455,2.4823648869798376e-07,1,1,0.0001898778051069869,570,1
N09-Vincent3D,216,1,36,23990,2.4479916949093905e-07,1,1,0.001015222748056771,515,0
N09-Vincent3D,216,1,37,24535,2.0217065321848082e-07,1,1,0.0008197923690558426,525,0
N09-Vincent3D,216,1,38,25275,8.723893033524277e-07,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,1,39,25830,1.2732613463573017e-07,1,1,0.0005922999866428463,535,0
N09-Vincent3D,216,1,40,26345,3.7182416567915766e-07,1,1,0.0012464272042808403,495,0
N09-Vincent3D,216,1,41,26875,3.2650872838768663e-07,1,1,0.0010686555242702853,510,0
N09-Vincent3D,216,1,42,27375,1.518141914402804e-07,1,1,0.0014537713419225432,480,1
N09-Vincent3D,216,1,43,27905,2.803357135316986e-08,1,1,0.0010686555242702853,510,1
N09-Vincent3D,216,1,44,28490,2.4289750555350764e-07,1,1,0.0002233856530670434,565,1
N09-Vincent3D,216,1,45,29080,2.2309278724375048e-07,1,1,0.0001898778051069869,570,0
N09-Vincent3D,216,1,46,29710,3.372053442030065e-07,1,1,5.1739902806867635e-05,610,1
N09-Vincent3D,216,1,47,30310,2.2321543202696859e-07,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,1,48,30910,8.144173035962154e-08,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,1,49,31430,3.2917816261690547e-07,1,1,0.0011841058440667982,500,0
N09-Vincent3D,216,1,50,31930,2.996416094136478e-07,1,1,0.0014537713419225432,480,0
N09-Vincent3D,216,1,51,32670,0.00029565476301574023,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,1,52,33265,1.8722359040879155e-07,1,1,0.00016139613434093888,575,1
N09-Vincent3D,216,1,53,34005,7.349423220004425e-05,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,1,54,34575,2.3604343057925803e-07,1,1,0.0003637462292970379,550,1
N09-Vincent3D,216,1,55,35155,1.8218062558528203e-07,1,1,0.0002628066506671099,560,1
N09-Vincent3D,216,1,56,35680,4.824278543313909e-08,1,1,0.0011249005518634582,505,1
N09-Vincent3D,216,1,57,36185,1.4218662103271384e-07,1,1,0.001381082774826416,485,0
N09-Vincent3D,216,1,58,36765,3.4013103566987724e-07,1,1,0.0002628066506671099,560,0
N09-Vincent3D,216,1,59,37235,1.3550625876934674e-07,1,1,0.001977672941931788,450,0
N09-Vincent3D,216,1,60,37715,1.9330608758139078e-07,1,1,0.0017848498300934385,460,1
N09-Vincent3D,216,1,61,38250,2.7697524718206523e-07,1,1,0.001015222748056771,515,0
N09-Vincent3D,216,1,62,38865,1.645395109051151e-08,1,1,8.424979085180971e-05,595,1
N09-Vincent3D,216,1,63,39440,1.8451788530438051e-07,1,1,0.00030918429490248226,555,1
N09-Vincent3D,216,1,64,39970,3.746916455993343e-07,1,1,0.0010686555242702853,510,1
N09-Vincent3D,216,2,0,3150,0.0,1,1,1e-06,1350,1
N09-Vincent3D,216,2,1,3785,1.629032897465521e-08,1,1,4.3978917385837494e-05,615,1
N09-Vincent3D,216,2,2,4380,1.2718307629278058e-08,1,1,0.00016139613434093888,575,1
N09-Vincent3D,216,2,3,4975,4.317807944520524e-08,1,1,0.00016139613434093888,575,0
N09-Vincent3D,216,2,4,5620,4.7070004005611565e-08,1,1,3.177476781126759e-05,625,1
N09-Vincent3D,216,2,5,6290,3.3910932728531407e-08,1,1,1.4098633281313424e-05,650,0
N09-Vincent3D,216,2,6,7030,0.0006683444423992713,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,7,7660,3.2985695952447713e-08,1,1,5.1739902806867635e-05,610,0
N09-Vincent3D,216,2,8,8200,1.3295090917075925e-08,1,1,0.0009644616106539325,520,0
N09-Vincent3D,216,2,9,8750,1.5193546309966166e-08,1,1,0.0006968235136974662,530,0
N09-Vincent3D,216,2,10,9370,2.703126733560879e-08,1,1,7.161232222403826e-05,600,0
N09-Vincent3D,216,2,11,10010,3.0772082326713246e-08,1,1,3.738207977796187e-05,620,1
N09-Vincent3D,216,2,12,10605,4.776625905922316e-08,1,1,0.00016139613434093888,575,0
N09-Vincent3D,216,2,13,11170,4.517236495971133e-08,1,1,0.00042793674034945645,545,0
N09-Vincent3D,216,2,14,11825,3.035837703446731e-08,1,1,2.295726974364083e-05,635,1
N09-Vincent3D,216,2,15,12460,2.7735173824261494e-08,1,1,4.3978917385837494e-05,615,0
N09-Vincent3D,216,2,16,13040,2.7522534584711877e-08,1,1,0.0002628066506671099,560,1
N09-Vincent3D,216,2,17,13560,4.662655450626829e-08,1,1,0.0011841058440667982,500,0
N09-Vincent3D,216,2,18,14130,3.921882507640362e-08,1,1,0.0003637462292970379,550,0
N09-Vincent3D,216,2,19,14725,2.1029777030889818e-08,1,1,0.00016139613434093888,575,0
N09-Vincent3D,216,2,20,15320,3.543717486120812e-08,1,1,0.00016139613434093888,575,1
N09-Vincent3D,216,2,21,16060,3.9221776371500816e-05,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,2,22,16675,9.701831893416113e-09,1,1,8.424979085180971e-05,595,1
N09-Vincent3D,216,2,23,17415,0.00014226027681407682,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,2,24,18045,1.0519919380058695e-09,1,1,5.1739902806867635e-05,610,0
N09-Vincent3D,216,2,25,18630,3.225854505739534e-08,1,1,0.0002233856530670434,565,0
N09-Vincent3D,216,2,26,19230,3.927297920203188e-08,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,2,27,19835,4.945474141315742e-09,1,1,0.00011660870706132833,585,1
N09-Vincent3D,216,2,28,20460,8.061072698239968e-09,1,1,6.087047389043251e-05,605,1
N09-Vincent3D,216,2,29,20995,3.1434382763428914e-08,1,1,0.001015222748056771,515,0
N09-Vincent3D,216,2,30,21570,3.8953456460433245e-08,1,1,0.00030918429490248226,555,0
N09-Vincent3D,216,2,31,22200,4.006381892907029e-09,1,1,5.1739902806867635e-05,610,1
N09-Vincent3D,216,2,32,22730,2.8825762110606945e-08,1,1,0.0010686555242702853,510,0
N09-Vincent3D,216,2,33,23470,1.0165569050535339e-05,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,34,24130,3.3876102811802866e-08,1,1,1.9513679282094703e-05,640,1
N09-Vincent3D,216,2,35,24745,2.9226506992330314e-08,1,1,8.424979085180971e-05,595,1
N09-Vincent3D,216,2,36,25335,3.120420977165139e-08,1,1,0.0001898778051069869,570,1
N09-Vincent3D,216,2,37,26025,4.4632669893296395e-08,1,1,7.359574689303615e-06,670,1
N09-Vincent3D,216,2,38,26510,4.655478136328384e-08,1,1,0.0016956073385887664,465,0
N09-Vincent3D,216,2,39,27125,2.4711281576550448e-08,1,1,8.424979085180971e-05,595,0
N09-Vincent3D,216,2,40,27865,0.002120354922119705,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,41,28490,2.0145656698389303e-08,1,1,6.087047389043251e-05,605,0
N09-Vincent3D,216,2,42,29105,1.9840426190853577e-08,1,1,8.424979085180971e-05,595,0
N09-Vincent3D,216,2,43,29845,3.5689924737791756e-07,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,44,30405,4.514411910960803e-08,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,2,45,30995,7.028205017967082e-09,1,1,0.0001898778051069869,570,0
N09-Vincent3D,216,2,46,31625,3.56479999963355e-08,1,1,5.1739902806867635e-05,610,1
N09-Vincent3D,216,2,47,32250,4.7667837566045534e-08,1,1,6.087047389043251e-05,605,1
N09-Vincent3D,216,2,48,32790,2.3867044340875054e-08,1,1,0.0009644616106539325,520,0
N09-Vincent3D,216,2,49,33385,3.44772078664235e-08,1,1,0.00016139613434093888,575,0
N09-Vincent3D,216,2,50,34125,3.337293961180876e-07,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,51,34865,0.00014671093395290935,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,2,52,35480,2.032456303258101e-08,1,1,8.424979085180971e-05,595,0
N09-Vincent3D,216,2,53,36220,6.658128119951812e-07,1,1,1.4489118831577078e-06,720,1
N09-Vincent3D,216,2,54,36960,0.0018556356146320896,1,1,1.4489118831577078e-06,720,0
N09-Vincent3D,216,2,55,37560,4.536067910176911e-08,1,1,0.00013718671418979804,580,0
N09-Vincent3D,216,2,56,38120,1.870177801510664e-08,1,1,0.0005034549886464194,540,1
N09-Vincent3D,216,2,57,38680,4.6715189383483846e-08,1,1,0.0005034549886464194,540,0
N09-Vincent3D,216,2,58,39305,1.0628788182920346e-08,1,1,6.087047389043251e-05,605,1
